diff_t1k_minc,diff_t1k_minc_bin,ws_diff,ws_diff_bin,steps_diff
15425.296875,"[6954, inf)",-22.0,"(-48, -16]",-1527.2932881690006
15425.296875,"[6954, inf)",-22.0,"(-48, -16]",-931.156862745098
16919.96484375,"[6954, inf)",-22.0,"(-48, -16]",8194.857142857143
17994.09375,"[6954, inf)",-22.0,"(-48, -16]",2914.5
18114.83203125,"[6954, inf)",-22.0,"(-48, -16]",-4435.88888888889
18327.8671875,"[6954, inf)",-22.0,"(-48, -16]",-853.2230769230772
19387.21484375,"[6954, inf)",-22.0,"(-48, -16]",9373.951666666668
20301.85546875,"[6954, inf)",-22.0,"(-48, -16]",-1342.6904761904761
23391.7109375,"[6954, inf)",-22.0,"(-48, -16]",-3619.940914660584
23391.7109375,"[6954, inf)",-22.0,"(-48, -16]",4225.332503459749
23391.7109375,"[6954, inf)",-22.0,"(-48, -16]",40.44227429319472
23391.7109375,"[6954, inf)",-22.0,"(-48, -16]",-1645.2672320855233
23445.17578125,"[6954, inf)",-22.0,"(-48, -16]",-282.9151428293889
25550.859375,"[6954, inf)",-22.0,"(-48, -16]",1497.9102564102575
26376.2109375,"[6954, inf)",-22.0,"(-48, -16]",-362.0800000000004
28923.01171875,"[6954, inf)",-22.0,"(-48, -16]",-3929.305882352942
30257.09375,"[6954, inf)",-22.0,"(-48, -16]",809.875
39493.12890625,"[6954, inf)",-22.0,"(-48, -16]",1465.9276923076925
47338.50390625,"[6954, inf)",-22.0,"(-48, -16]",1527.08
,,-22.0,"(-48, -16]",-1824.746666666667
-51596.86328125,"[-inf, -6250)",-21.0,"(-48, -16]",4575.211538461539
-38996.19140625,"[-inf, -6250)",-21.0,"(-48, -16]",-497.89381937607686
-38365.828125,"[-inf, -6250)",-21.0,"(-48, -16]",-1546.4561313787342
-34041.16796875,"[-inf, -6250)",-21.0,"(-48, -16]",-3034.2391304347825
-32452.943359375,"[-inf, -6250)",-21.0,"(-48, -16]",140.59782608695696
-26811.96875,"[-inf, -6250)",-21.0,"(-48, -16]",4665.58
-23813.35546875,"[-inf, -6250)",-21.0,"(-48, -16]",304.16577540106937
-23052.953125,"[-inf, -6250)",-21.0,"(-48, -16]",-691.292490118577
-22620.6953125,"[-inf, -6250)",-21.0,"(-48, -16]",-3036.5
-21899.59765625,"[-inf, -6250)",-21.0,"(-48, -16]",-1711.9418181818182
-19111.9609375,"[-inf, -6250)",-21.0,"(-48, -16]",-784.565217391304
-17021.265625,"[-inf, -6250)",-21.0,"(-48, -16]",-1109.7866666666666
-16540.515625,"[-inf, -6250)",-21.0,"(-48, -16]",670.5694444444447
-15682.25390625,"[-inf, -6250)",-21.0,"(-48, -16]",-438.29523809523835
-15425.296875,"[-inf, -6250)",-21.0,"(-48, -16]",-2297.795238095239
-13796.70703125,"[-inf, -6250)",-21.0,"(-48, -16]",-1146.84
-11732.3828125,"[-inf, -6250)",-21.0,"(-48, -16]",126.55263157894753
-9740.08984375,"[-inf, -6250)",-21.0,"(-48, -16]",342.7086956521739
-8200.14453125,"[-inf, -6250)",-21.0,"(-48, -16]",3833.5
-7931.578125,"[-inf, -6250)",-21.0,"(-48, -16]",-1820.2412587412591
-7439.8359375,"[-inf, -6250)",-21.0,"(-48, -16]",667.8342857142853
-5417.875,"[-6250, 6954)",-21.0,"(-48, -16]",-2334.6964285714284
-5417.875,"[-6250, 6954)",-21.0,"(-48, -16]",-125.59999999999944
-5087.8046875,"[-6250, 6954)",-21.0,"(-48, -16]",-842.1428571428572
-5087.8046875,"[-6250, 6954)",-21.0,"(-48, -16]",-705.3782051282051
-1994.6953125,"[-6250, 6954)",-21.0,"(-48, -16]",320.5
-1994.6953125,"[-6250, 6954)",-21.0,"(-48, -16]",-1990.2586132800025
-1627.12109375,"[-6250, 6954)",-21.0,"(-48, -16]",-440.8000000000001
-1155.30078125,"[-6250, 6954)",-21.0,"(-48, -16]",-893.4583333333333
-1087.99609375,"[-6250, 6954)",-21.0,"(-48, -16]",-1940.2908609428525
-190.14453125,"[-6250, 6954)",-21.0,"(-48, -16]",960.6428571428572
-173.35546875,"[-6250, 6954)",-21.0,"(-48, -16]",4780.904035250087
1447.40625,"[-6250, 6954)",-21.0,"(-48, -16]",-1282.0
5206.81640625,"[-6250, 6954)",-21.0,"(-48, -16]",-7196.130434782609
6338.16796875,"[-6250, 6954)",-21.0,"(-48, -16]",3600.0628223877284
6488.86328125,"[-6250, 6954)",-21.0,"(-48, -16]",72.89120788652053
6995.54296875,"[6954, inf)",-21.0,"(-48, -16]",-2302.0476190476197
8568.38671875,"[6954, inf)",-21.0,"(-48, -16]",4041.986111111111
9236.41015625,"[6954, inf)",-21.0,"(-48, -16]",1140.3958333333335
9583.96484375,"[6954, inf)",-21.0,"(-48, -16]",-3794.15
9820.328125,"[6954, inf)",-21.0,"(-48, -16]",897.8000000000003
11456.40625,"[6954, inf)",-21.0,"(-48, -16]",-2502.0
11871.2265625,"[6954, inf)",-21.0,"(-48, -16]",-5603.763279907999
11871.2265625,"[6954, inf)",-21.0,"(-48, -16]",-3523.397097490073
14151.1484375,"[6954, inf)",-21.0,"(-48, -16]",-319.2528768312427
14632.40234375,"[6954, inf)",-21.0,"(-48, -16]",-4285.773012576121
15834.4296875,"[6954, inf)",-21.0,"(-48, -16]",-1862.904761904762
16892.33203125,"[6954, inf)",-21.0,"(-48, -16]",-1281.0098253217802
18344.62109375,"[6954, inf)",-21.0,"(-48, -16]",-2280.670769230769
19024.69140625,"[6954, inf)",-21.0,"(-48, -16]",2518.4457142857136
20627.98046875,"[6954, inf)",-21.0,"(-48, -16]",-351.0251105896309
22348.27734375,"[6954, inf)",-21.0,"(-48, -16]",-2494.731199513391
22348.27734375,"[6954, inf)",-21.0,"(-48, -16]",-1365.097768931922
22731.8125,"[6954, inf)",-21.0,"(-48, -16]",633.6909090909089
23964.46875,"[6954, inf)",-21.0,"(-48, -16]",-3353.909090909091
24395.453125,"[6954, inf)",-21.0,"(-48, -16]",-1843.4033333333327
40020.05078125,"[6954, inf)",-21.0,"(-48, -16]",4623.216117216119
,,-21.0,"(-48, -16]",1534.3419913419916
-31453.09765625,"[-inf, -6250)",-20.0,"(-48, -16]",2271.333333333333
-27204.578125,"[-inf, -6250)",-20.0,"(-48, -16]",-4110.5
-21910.92578125,"[-inf, -6250)",-20.0,"(-48, -16]",-3289.083333333333
-21910.92578125,"[-inf, -6250)",-20.0,"(-48, -16]",1330.3469941455994
-19782.25390625,"[-inf, -6250)",-20.0,"(-48, -16]",-1856.5664886552634
-18653.4296875,"[-inf, -6250)",-20.0,"(-48, -16]",-215.5733333333337
-18644.765625,"[-inf, -6250)",-20.0,"(-48, -16]",855.625
-16508.16015625,"[-inf, -6250)",-20.0,"(-48, -16]",-5028.075000000002
-15341.1171875,"[-inf, -6250)",-20.0,"(-48, -16]",8723.01923076923
-15341.1171875,"[-inf, -6250)",-20.0,"(-48, -16]",-5913.318181818182
-15341.1171875,"[-inf, -6250)",-20.0,"(-48, -16]",-655.6815384615384
-15341.1171875,"[-inf, -6250)",-20.0,"(-48, -16]",1312.7058823529414
-15341.1171875,"[-inf, -6250)",-20.0,"(-48, -16]",-1933.5771428571427
-15341.1171875,"[-inf, -6250)",-20.0,"(-48, -16]",3911.267857142857
-12395.75390625,"[-inf, -6250)",-20.0,"(-48, -16]",-793.3999999999997
-12264.4609375,"[-inf, -6250)",-20.0,"(-48, -16]",2079.791666666666
-10269.078125,"[-inf, -6250)",-20.0,"(-48, -16]",3341.4423076923085
-8541.19921875,"[-inf, -6250)",-20.0,"(-48, -16]",60.58333333333349
-7388.5703125,"[-inf, -6250)",-20.0,"(-48, -16]",617.25
-6522.28125,"[-inf, -6250)",-20.0,"(-48, -16]",231.25294846705128
-6522.28125,"[-inf, -6250)",-20.0,"(-48, -16]",-1695.1009101316808
-6345.6484375,"[-inf, -6250)",-20.0,"(-48, -16]",1346.336651609975
-6345.6484375,"[-inf, -6250)",-20.0,"(-48, -16]",-1027.7083333333335
-5945.07421875,"[-6250, 6954)",-20.0,"(-48, -16]",2633.3866666666668
-5945.07421875,"[-6250, 6954)",-20.0,"(-48, -16]",1901.9837761521655
-5945.07421875,"[-6250, 6954)",-20.0,"(-48, -16]",-726.5416666666661
-3685.4296875,"[-6250, 6954)",-20.0,"(-48, -16]",-3008.068593743035
-2114.37109375,"[-6250, 6954)",-20.0,"(-48, -16]",-1186.4305555555557
-2093.140625,"[-6250, 6954)",-20.0,"(-48, -16]",-4398.407110765301
-1644.4921875,"[-6250, 6954)",-20.0,"(-48, -16]",-557.231060606061
54.10546875,"[-6250, 6954)",-20.0,"(-48, -16]",-417.1363636363635
411.796875,"[-6250, 6954)",-20.0,"(-48, -16]",-551.8643877993145
554.4375,"[-6250, 6954)",-20.0,"(-48, -16]",706.75
1422.62109375,"[-6250, 6954)",-20.0,"(-48, -16]",-7035.390909090911
1616.81640625,"[-6250, 6954)",-20.0,"(-48, -16]",2897.2486787717658
1994.6953125,"[-6250, 6954)",-20.0,"(-48, -16]",-515.0833333333335
2187.08203125,"[-6250, 6954)",-20.0,"(-48, -16]",1008.1871794871796
3332.0078125,"[-6250, 6954)",-20.0,"(-48, -16]",716.3809523809523
3477.92578125,"[-6250, 6954)",-20.0,"(-48, -16]",3737.111111111111
4327.87890625,"[-6250, 6954)",-20.0,"(-48, -16]",-748.5783074514142
4327.87890625,"[-6250, 6954)",-20.0,"(-48, -16]",-2767.0144927536244
4327.87890625,"[-6250, 6954)",-20.0,"(-48, -16]",-331.9545454545455
5206.81640625,"[-6250, 6954)",-20.0,"(-48, -16]",-582.5585284280933
5345.484375,"[-6250, 6954)",-20.0,"(-48, -16]",4248.8
5542.56640625,"[-6250, 6954)",-20.0,"(-48, -16]",1253.8900000000006
6054.875,"[-6250, 6954)",-20.0,"(-48, -16]",1423.8571428571427
6389.2890625,"[-6250, 6954)",-20.0,"(-48, -16]",-1038.6666666666667
6409.3984375,"[-6250, 6954)",-20.0,"(-48, -16]",1312.8138532515002
6578.9375,"[-6250, 6954)",-20.0,"(-48, -16]",-1077.0323413080228
7163.4453125,"[6954, inf)",-20.0,"(-48, -16]",-1962.5873015873017
7469.53515625,"[6954, inf)",-20.0,"(-48, -16]",-1680.4142752919358
7654.3203125,"[6954, inf)",-20.0,"(-48, -16]",-927.25
8674.4453125,"[6954, inf)",-20.0,"(-48, -16]",-1914.1578947368414
8823.0234375,"[6954, inf)",-20.0,"(-48, -16]",51.97756410256353
8900.59765625,"[6954, inf)",-20.0,"(-48, -16]",-1026.717917032959
8900.59765625,"[6954, inf)",-20.0,"(-48, -16]",-575.4146297509026
9168.7265625,"[6954, inf)",-20.0,"(-48, -16]",588.4316770186333
9775.29296875,"[6954, inf)",-20.0,"(-48, -16]",-552.8740067439908
9775.29296875,"[6954, inf)",-20.0,"(-48, -16]",-1084.3688565775117
10430.58203125,"[6954, inf)",-20.0,"(-48, -16]",-4596.680109687196
12323.54296875,"[6954, inf)",-20.0,"(-48, -16]",1284.2609492195288
12323.54296875,"[6954, inf)",-20.0,"(-48, -16]",-1482.2177777777772
13406.39453125,"[6954, inf)",-20.0,"(-48, -16]",-948.8890103889163
13560.0546875,"[6954, inf)",-20.0,"(-48, -16]",-2553.833333333333
13708.19140625,"[6954, inf)",-20.0,"(-48, -16]",-2036.3158071844143
13998.4609375,"[6954, inf)",-20.0,"(-48, -16]",-522.2063492063489
14347.703125,"[6954, inf)",-20.0,"(-48, -16]",-241.29848734666663
15425.296875,"[6954, inf)",-20.0,"(-48, -16]",-1019.5238095238096
15609.453125,"[6954, inf)",-20.0,"(-48, -16]",-235.83211466349982
15660.12890625,"[6954, inf)",-20.0,"(-48, -16]",-513.7600000000001
16411.1484375,"[6954, inf)",-20.0,"(-48, -16]",-1428.8152539080677
16625.0234375,"[6954, inf)",-20.0,"(-48, -16]",728.3571428571431
17332.734375,"[6954, inf)",-20.0,"(-48, -16]",-1053.603809523809
17756.78125,"[6954, inf)",-20.0,"(-48, -16]",1164.393939393939
17994.09375,"[6954, inf)",-20.0,"(-48, -16]",473.3931623931621
18047.12109375,"[6954, inf)",-20.0,"(-48, -16]",171.35150812746087
22425.60546875,"[6954, inf)",-20.0,"(-48, -16]",573.9598222799127
28095.29296875,"[6954, inf)",-20.0,"(-48, -16]",-1605.1369230769233
29223.26171875,"[6954, inf)",-20.0,"(-48, -16]",2271.008888888889
,,-20.0,"(-48, -16]",-7802.211428571428
-57806.0390625,"[-inf, -6250)",-19.0,"(-48, -16]",-3781.356679214174
-34183.203125,"[-inf, -6250)",-19.0,"(-48, -16]",-1369.7403821344715
-28793.046875,"[-inf, -6250)",-19.0,"(-48, -16]",66.41666666666697
-28793.046875,"[-inf, -6250)",-19.0,"(-48, -16]",250.125
-19842.46875,"[-inf, -6250)",-19.0,"(-48, -16]",651.1446886446884
-17059.546875,"[-inf, -6250)",-19.0,"(-48, -16]",-3588.200557669878
-16781.6484375,"[-inf, -6250)",-19.0,"(-48, -16]",-5279.470015091227
-15965.12109375,"[-inf, -6250)",-19.0,"(-48, -16]",-1313.4027777777785
-14141.94140625,"[-inf, -6250)",-19.0,"(-48, -16]",1298.2276923076927
-13948.14453125,"[-inf, -6250)",-19.0,"(-48, -16]",2630.4444444444434
-13568.16015625,"[-inf, -6250)",-19.0,"(-48, -16]",1722.4533333333331
-12040.828125,"[-inf, -6250)",-19.0,"(-48, -16]",-1396.770833333333
-11742.28125,"[-inf, -6250)",-19.0,"(-48, -16]",-1243.0873488385078
-11322.265625,"[-inf, -6250)",-19.0,"(-48, -16]",-2477.1416666666664
-11270.53515625,"[-inf, -6250)",-19.0,"(-48, -16]",-916.7070707070708
-11270.53515625,"[-inf, -6250)",-19.0,"(-48, -16]",-6487.857142857143
-11161.87109375,"[-inf, -6250)",-19.0,"(-48, -16]",-1965.7215384615383
-10373.96875,"[-inf, -6250)",-19.0,"(-48, -16]",234.96527777777786
-10370.609375,"[-inf, -6250)",-19.0,"(-48, -16]",1411.125
-9842.82421875,"[-inf, -6250)",-19.0,"(-48, -16]",106.47500000000036
-9842.640625,"[-inf, -6250)",-19.0,"(-48, -16]",-138.21428571428532
-8657.44140625,"[-inf, -6250)",-19.0,"(-48, -16]",-2302.191666666667
-8484.83203125,"[-inf, -6250)",-19.0,"(-48, -16]",-1315.4375
-7397.46875,"[-inf, -6250)",-19.0,"(-48, -16]",736.415
-6815.6875,"[-inf, -6250)",-19.0,"(-48, -16]",3540.9178669032
-6148.72265625,"[-6250, 6954)",-19.0,"(-48, -16]",2362.0804195804194
-6148.72265625,"[-6250, 6954)",-19.0,"(-48, -16]",-4354.666666666667
-5564.0234375,"[-6250, 6954)",-19.0,"(-48, -16]",-1176.8685107316228
-5443.79296875,"[-6250, 6954)",-19.0,"(-48, -16]",-589.7192982456145
-5194.2421875,"[-6250, 6954)",-19.0,"(-48, -16]",-203.30555555555569
-4477.4921875,"[-6250, 6954)",-19.0,"(-48, -16]",2056.444444444445
-4378.59375,"[-6250, 6954)",-19.0,"(-48, -16]",923.2198643463244
-3371.0703125,"[-6250, 6954)",-19.0,"(-48, -16]",-9578.663865546216
-3114.875,"[-6250, 6954)",-19.0,"(-48, -16]",-3152.2286921067243
-2844.6875,"[-6250, 6954)",-19.0,"(-48, -16]",170.87820512820508
-687.55078125,"[-6250, 6954)",-19.0,"(-48, -16]",-744.1088688914551
372.95703125,"[-6250, 6954)",-19.0,"(-48, -16]",3855.650000000001
493.890625,"[-6250, 6954)",-19.0,"(-48, -16]",2239.6538461538457
597.734375,"[-6250, 6954)",-19.0,"(-48, -16]",-1946.6783333333335
2083.6171875,"[-6250, 6954)",-19.0,"(-48, -16]",261.869565217391
2798.96484375,"[-6250, 6954)",-19.0,"(-48, -16]",803.619565217391
2798.96484375,"[-6250, 6954)",-19.0,"(-48, -16]",1261.954545454545
2851.0234375,"[-6250, 6954)",-19.0,"(-48, -16]",835.2070588235301
3880.8828125,"[-6250, 6954)",-19.0,"(-48, -16]",-2076.0
4078.3828125,"[-6250, 6954)",-19.0,"(-48, -16]",-610.8953786049851
4984.76953125,"[-6250, 6954)",-19.0,"(-48, -16]",77.07142857142844
5198.9765625,"[-6250, 6954)",-19.0,"(-48, -16]",778.1188811188816
5356.0859375,"[-6250, 6954)",-19.0,"(-48, -16]",-667.4583333333335
5358.62890625,"[-6250, 6954)",-19.0,"(-48, -16]",5228.5274633538065
5358.62890625,"[-6250, 6954)",-19.0,"(-48, -16]",4977.951578947368
5358.62890625,"[-6250, 6954)",-19.0,"(-48, -16]",4759.35
5358.62890625,"[-6250, 6954)",-19.0,"(-48, -16]",-4168.601538461538
5358.62890625,"[-6250, 6954)",-19.0,"(-48, -16]",1544.4334112244633
5435.0859375,"[-6250, 6954)",-19.0,"(-48, -16]",-17.833333333333034
5539.421875,"[-6250, 6954)",-19.0,"(-48, -16]",-1443.7127272727264
6249.58984375,"[-6250, 6954)",-19.0,"(-48, -16]",-1260.6
6249.58984375,"[-6250, 6954)",-19.0,"(-48, -16]",-4508.1558441558445
6578.9375,"[-6250, 6954)",-19.0,"(-48, -16]",947.3333333333336
8657.44140625,"[6954, inf)",-19.0,"(-48, -16]",296.8194444444444
8885.2578125,"[6954, inf)",-19.0,"(-48, -16]",511.58347526222224
10238.30078125,"[6954, inf)",-19.0,"(-48, -16]",1703.0079714961405
10327.267578125,"[6954, inf)",-19.0,"(-48, -16]",-2957.550961234
10369.74609375,"[6954, inf)",-19.0,"(-48, -16]",-3799.3408695652174
10723.21875,"[6954, inf)",-19.0,"(-48, -16]",-2062.550769230769
10884.3671875,"[6954, inf)",-19.0,"(-48, -16]",1535.3999999999994
11711.8828125,"[6954, inf)",-19.0,"(-48, -16]",981.25
12574.2734375,"[6954, inf)",-19.0,"(-48, -16]",3965.817307692309
13305.39453125,"[6954, inf)",-19.0,"(-48, -16]",-955.3740070347501
14420.55078125,"[6954, inf)",-19.0,"(-48, -16]",1551.1446153846155
15609.453125,"[6954, inf)",-19.0,"(-48, -16]",-2555.1339136776182
16940.23828125,"[6954, inf)",-19.0,"(-48, -16]",-5036.108333333334
17303.1796875,"[6954, inf)",-19.0,"(-48, -16]",3100.4243620434167
20568.125,"[6954, inf)",-19.0,"(-48, -16]",-5310.344052342873
20568.125,"[6954, inf)",-19.0,"(-48, -16]",194.675117149699
20712.70703125,"[6954, inf)",-19.0,"(-48, -16]",1401.409090909091
21842.9921875,"[6954, inf)",-19.0,"(-48, -16]",-7570.200000000002
25840.62109375,"[6954, inf)",-19.0,"(-48, -16]",-13171.493762201999
30568.3671875,"[6954, inf)",-19.0,"(-48, -16]",-1303.2142857142853
30568.3671875,"[6954, inf)",-19.0,"(-48, -16]",-338.88072427320867
30568.3671875,"[6954, inf)",-19.0,"(-48, -16]",-3144.78
56919.76953125,"[6954, inf)",-19.0,"(-48, -16]",1912.833333333333
72299.81640625,"[6954, inf)",-19.0,"(-48, -16]",-215.94615384615463
-29398.4765625,"[-inf, -6250)",-18.0,"(-48, -16]",-3607.4496770350315
-25956.484375,"[-inf, -6250)",-18.0,"(-48, -16]",8804.089743589742
-19854.3515625,"[-inf, -6250)",-18.0,"(-48, -16]",473.54524675109496
-19119.47265625,"[-inf, -6250)",-18.0,"(-48, -16]",-605.9876923076927
-18979.7734375,"[-inf, -6250)",-18.0,"(-48, -16]",1404.4444444444448
-16184.359375,"[-inf, -6250)",-18.0,"(-48, -16]",3394.7569230769236
-15930.9921875,"[-inf, -6250)",-18.0,"(-48, -16]",3950.4471494867503
-15848.47265625,"[-inf, -6250)",-18.0,"(-48, -16]",523.30588791275
-15341.1171875,"[-inf, -6250)",-18.0,"(-48, -16]",-2952.1617391304353
-14861.765625,"[-inf, -6250)",-18.0,"(-48, -16]",-93.771929824562
-14320.7734375,"[-inf, -6250)",-18.0,"(-48, -16]",-7210.5993589743575
-13347.32421875,"[-inf, -6250)",-18.0,"(-48, -16]",1271.3888888888887
-12916.578125,"[-inf, -6250)",-18.0,"(-48, -16]",-1189.4466666666665
-11967.4609375,"[-inf, -6250)",-18.0,"(-48, -16]",-5069.212374581939
-10949.21484375,"[-inf, -6250)",-18.0,"(-48, -16]",-606.7216350857698
-8749.16796875,"[-inf, -6250)",-18.0,"(-48, -16]",1029.6456828829332
-8637.140625,"[-inf, -6250)",-18.0,"(-48, -16]",-4430.825396825398
-7481.9375,"[-inf, -6250)",-18.0,"(-48, -16]",-2352.159090909091
-6459.98046875,"[-inf, -6250)",-18.0,"(-48, -16]",758.5714285714295
-5414.96484375,"[-6250, 6954)",-18.0,"(-48, -16]",-8004.027777777777
-4484.1953125,"[-6250, 6954)",-18.0,"(-48, -16]",667.4747474747472
-3621.0859375,"[-6250, 6954)",-18.0,"(-48, -16]",-4979.5549865724015
-3539.5,"[-6250, 6954)",-18.0,"(-48, -16]",-5289.0317460317465
-3337.78515625,"[-6250, 6954)",-18.0,"(-48, -16]",2296.1669937520514
-3337.78515625,"[-6250, 6954)",-18.0,"(-48, -16]",2.1818181818180165
-2990.859375,"[-6250, 6954)",-18.0,"(-48, -16]",-2445.696594427244
-2937.6171875,"[-6250, 6954)",-18.0,"(-48, -16]",975.228770607579
-2790.47265625,"[-6250, 6954)",-18.0,"(-48, -16]",-564.6959062766359
-2728.5234375,"[-6250, 6954)",-18.0,"(-48, -16]",-2752.25127992381
-2728.5234375,"[-6250, 6954)",-18.0,"(-48, -16]",-5226.666666666666
-2653.2265625,"[-6250, 6954)",-18.0,"(-48, -16]",-837.4730769230772
-1082.86328125,"[-6250, 6954)",-18.0,"(-48, -16]",-14490.846984912
265.67578125,"[-6250, 6954)",-18.0,"(-48, -16]",-5415.959999999999
543.953125,"[-6250, 6954)",-18.0,"(-48, -16]",-6323.63758372325
680.85546875,"[-6250, 6954)",-18.0,"(-48, -16]",576.2440476190478
2396.9609375,"[-6250, 6954)",-18.0,"(-48, -16]",400.40118577075106
2475.47265625,"[-6250, 6954)",-18.0,"(-48, -16]",2149.8205128205122
4462.1796875,"[-6250, 6954)",-18.0,"(-48, -16]",2551.740869565217
5206.81640625,"[-6250, 6954)",-18.0,"(-48, -16]",-2312.2328776044005
5206.81640625,"[-6250, 6954)",-18.0,"(-48, -16]",-52.461666666666595
5206.81640625,"[-6250, 6954)",-18.0,"(-48, -16]",4816.973339523669
5206.81640625,"[-6250, 6954)",-18.0,"(-48, -16]",1979.9864253393664
5206.81640625,"[-6250, 6954)",-18.0,"(-48, -16]",-859.4324953677188
5206.81640625,"[-6250, 6954)",-18.0,"(-48, -16]",-2832.0595238095248
5206.81640625,"[-6250, 6954)",-18.0,"(-48, -16]",-4835.380952380952
5206.81640625,"[-6250, 6954)",-18.0,"(-48, -16]",-342.125
5251.49609375,"[-6250, 6954)",-18.0,"(-48, -16]",-3641.2237268665226
5274.70703125,"[-6250, 6954)",-18.0,"(-48, -16]",-2906.219047619047
5684.9140625,"[-6250, 6954)",-18.0,"(-48, -16]",-1049.8999811783788
6062.8125,"[-6250, 6954)",-18.0,"(-48, -16]",-622.0640701282
6447.00390625,"[-6250, 6954)",-18.0,"(-48, -16]",-225.78571428571468
6963.77734375,"[6954, inf)",-18.0,"(-48, -16]",-11940.119772186
7700.40625,"[6954, inf)",-18.0,"(-48, -16]",-10140.867826086955
7815.15234375,"[6954, inf)",-18.0,"(-48, -16]",1201.2101244134642
8657.44140625,"[6954, inf)",-18.0,"(-48, -16]",2048.0568812508122
8657.44140625,"[6954, inf)",-18.0,"(-48, -16]",201.6333333333337
11444.07421875,"[6954, inf)",-18.0,"(-48, -16]",-1512.6008603178616
11457.640625,"[6954, inf)",-18.0,"(-48, -16]",4431.968457035
12850.24609375,"[6954, inf)",-18.0,"(-48, -16]",767.3599999999999
13568.7890625,"[6954, inf)",-18.0,"(-48, -16]",-260.6214285714286
14069.03515625,"[6954, inf)",-18.0,"(-48, -16]",-5125.152842944287
17308.95703125,"[6954, inf)",-18.0,"(-48, -16]",2478.888111888112
18074.3515625,"[6954, inf)",-18.0,"(-48, -16]",-1646.8615384615375
23981.9296875,"[6954, inf)",-18.0,"(-48, -16]",3965.391304347826
26399.6953125,"[6954, inf)",-18.0,"(-48, -16]",-1174.535
27194.36328125,"[6954, inf)",-18.0,"(-48, -16]",31.77083333333394
32273.078125,"[6954, inf)",-18.0,"(-48, -16]",1508.3264654635775
44456.3046875,"[6954, inf)",-18.0,"(-48, -16]",1198.8282828282827
46223.921875,"[6954, inf)",-18.0,"(-48, -16]",2373.26
50367.607421875,"[6954, inf)",-18.0,"(-48, -16]",-2518.2352941176473
50367.607421875,"[6954, inf)",-18.0,"(-48, -16]",625.2876923076923
50367.607421875,"[6954, inf)",-18.0,"(-48, -16]",2723.6500000000005
-60040.6953125,"[-inf, -6250)",-17.0,"(-48, -16]",9054.857142857143
-39205.5078125,"[-inf, -6250)",-17.0,"(-48, -16]",-1641.083333333333
-37287.5,"[-inf, -6250)",-17.0,"(-48, -16]",1367.0277777777776
-32425.23046875,"[-inf, -6250)",-17.0,"(-48, -16]",-459.07999999999987
-32425.23046875,"[-inf, -6250)",-17.0,"(-48, -16]",-1630.029411764706
-30111.0703125,"[-inf, -6250)",-17.0,"(-48, -16]",246.45692307692295
-29287.47265625,"[-inf, -6250)",-17.0,"(-48, -16]",-86.36766550785342
-26896.5,"[-inf, -6250)",-17.0,"(-48, -16]",-2214.2857142857133
-22454.703125,"[-inf, -6250)",-17.0,"(-48, -16]",122.36363636363606
-19683.98046875,"[-inf, -6250)",-17.0,"(-48, -16]",3913.037267080745
-18953.0,"[-inf, -6250)",-17.0,"(-48, -16]",245.11538461538484
-15902.78515625,"[-inf, -6250)",-17.0,"(-48, -16]",-472.64253470809484
-15752.59765625,"[-inf, -6250)",-17.0,"(-48, -16]",-2292.2105263157896
-15341.1171875,"[-inf, -6250)",-17.0,"(-48, -16]",-555.0087155002125
-15341.1171875,"[-inf, -6250)",-17.0,"(-48, -16]",-1395.7631959478185
-14359.34375,"[-inf, -6250)",-17.0,"(-48, -16]",1758.577777777778
-13198.578125,"[-inf, -6250)",-17.0,"(-48, -16]",1521.6628571428573
-13198.578125,"[-inf, -6250)",-17.0,"(-48, -16]",3901.08
-12582.97265625,"[-inf, -6250)",-17.0,"(-48, -16]",505.4238095238088
-12090.1484375,"[-inf, -6250)",-17.0,"(-48, -16]",947.6086956521741
-11823.138671875,"[-inf, -6250)",-17.0,"(-48, -16]",668.6285714285714
-10114.25390625,"[-inf, -6250)",-17.0,"(-48, -16]",-2114.752941176471
