diff_t1k_minc,diff_t1k_minc_bin,ws_diff,ws_diff_bin,steps_diff
10453.28515625,"[6954, inf)",15.0,"(-16, 16]",-360.90909090909105
10999.109375,"[6954, inf)",15.0,"(-16, 16]",359.77814707842845
11298.65625,"[6954, inf)",15.0,"(-16, 16]",-629.935064935065
11449.7890625,"[6954, inf)",15.0,"(-16, 16]",1091.7914285714278
11535.6171875,"[6954, inf)",15.0,"(-16, 16]",-2201.9170092795607
11651.2421875,"[6954, inf)",15.0,"(-16, 16]",-1158.5454545454545
13568.16015625,"[6954, inf)",15.0,"(-16, 16]",-0.30769230769237765
13778.859375,"[6954, inf)",15.0,"(-16, 16]",-811.9333333333337
14307.4765625,"[6954, inf)",15.0,"(-16, 16]",-1881.9855072463768
15425.296875,"[6954, inf)",15.0,"(-16, 16]",-561.0661538461545
15425.296875,"[6954, inf)",15.0,"(-16, 16]",4339.336538461539
15425.296875,"[6954, inf)",15.0,"(-16, 16]",982.4783333333336
16012.9140625,"[6954, inf)",15.0,"(-16, 16]",-2877.205400679056
16195.359375,"[6954, inf)",15.0,"(-16, 16]",6492.625
17008.9453125,"[6954, inf)",15.0,"(-16, 16]",-2164.8090087896667
17008.9453125,"[6954, inf)",15.0,"(-16, 16]",-2418.024897634085
17008.9453125,"[6954, inf)",15.0,"(-16, 16]",701.3984833323748
17008.9453125,"[6954, inf)",15.0,"(-16, 16]",-3753.967412156617
17008.9453125,"[6954, inf)",15.0,"(-16, 16]",729.1931858065
19615.71875,"[6954, inf)",15.0,"(-16, 16]",-25.98611111111109
19842.46875,"[6954, inf)",15.0,"(-16, 16]",-498.2416450213996
23004.94140625,"[6954, inf)",15.0,"(-16, 16]",-222.4285714285716
23356.875,"[6954, inf)",15.0,"(-16, 16]",141.875
28801.484375,"[6954, inf)",15.0,"(-16, 16]",1591.4399999999994
34028.328125,"[6954, inf)",15.0,"(-16, 16]",6221.540000000001
42328.98046875,"[6954, inf)",15.0,"(-16, 16]",-648.3510221357164
-30568.3671875,"[-inf, -6250)",16.0,"(-16, 16]",664.5636363636362
-30568.3671875,"[-inf, -6250)",16.0,"(-16, 16]",2697.7999999999993
-28802.0390625,"[-inf, -6250)",16.0,"(-16, 16]",-952.4444444444445
-26080.5625,"[-inf, -6250)",16.0,"(-16, 16]",1633.4590909090912
-23971.41015625,"[-inf, -6250)",16.0,"(-16, 16]",142.9200000000001
-23375.69921875,"[-inf, -6250)",16.0,"(-16, 16]",2748.6538461538457
-23375.69921875,"[-inf, -6250)",16.0,"(-16, 16]",2610.576666666667
-21018.40625,"[-inf, -6250)",16.0,"(-16, 16]",-1193.2836289866825
-17127.2734375,"[-inf, -6250)",16.0,"(-16, 16]",489.8333333333335
-15425.296875,"[-inf, -6250)",16.0,"(-16, 16]",1895.1089743589746
-13646.1875,"[-inf, -6250)",16.0,"(-16, 16]",6884.658862876255
-13097.40625,"[-inf, -6250)",16.0,"(-16, 16]",4129.4887661726
-10303.80078125,"[-inf, -6250)",16.0,"(-16, 16]",-218.99178669999992
-9755.7109375,"[-inf, -6250)",16.0,"(-16, 16]",-4172.985454545455
-9640.8359375,"[-inf, -6250)",16.0,"(-16, 16]",-2384.141383901076
-9199.26171875,"[-inf, -6250)",16.0,"(-16, 16]",323.4512232254526
-9108.34765625,"[-inf, -6250)",16.0,"(-16, 16]",139.54399047824063
-8657.44140625,"[-inf, -6250)",16.0,"(-16, 16]",1740.786386717201
-8657.44140625,"[-inf, -6250)",16.0,"(-16, 16]",-1953.5812722348319
-8657.44140625,"[-inf, -6250)",16.0,"(-16, 16]",-5164.653333333333
-8657.44140625,"[-inf, -6250)",16.0,"(-16, 16]",698.163333333333
-8495.40234375,"[-inf, -6250)",16.0,"(-16, 16]",2118.266917293233
-8396.9921875,"[-inf, -6250)",16.0,"(-16, 16]",1733.7272727272727
-7159.0,"[-inf, -6250)",16.0,"(-16, 16]",-1016.4404229747996
-7032.1484375,"[-inf, -6250)",16.0,"(-16, 16]",-1161.929347826087
-4830.6640625,"[-6250, 6954)",16.0,"(-16, 16]",2240.159731764944
-4206.9453125,"[-6250, 6954)",16.0,"(-16, 16]",392.17755882766687
-3033.84765625,"[-6250, 6954)",16.0,"(-16, 16]",-4699.36858974359
-1025.26171875,"[-6250, 6954)",16.0,"(-16, 16]",-294.8173913043479
-457.296875,"[-6250, 6954)",16.0,"(-16, 16]",855.0
-422.953125,"[-6250, 6954)",16.0,"(-16, 16]",2837.128205128205
808.0546875,"[-6250, 6954)",16.0,"(-16, 16]",395.7402597402597
2314.00390625,"[-6250, 6954)",16.0,"(-16, 16]",813.8273195863463
2844.6875,"[-6250, 6954)",16.0,"(-16, 16]",9034.904134115
3058.515625,"[-6250, 6954)",16.0,"(-16, 16]",-614.2020785623412
3058.515625,"[-6250, 6954)",16.0,"(-16, 16]",-2628.901052631579
3058.515625,"[-6250, 6954)",16.0,"(-16, 16]",-1748.0708333333332
3060.8203125,"[-6250, 6954)",16.0,"(-16, 16]",395.4583333333329
3524.51171875,"[-6250, 6954)",16.0,"(-16, 16]",9358.060916126004
3524.51171875,"[-6250, 6954)",16.0,"(-16, 16]",6302.631012597342
3685.4296875,"[-6250, 6954)",16.0,"(-16, 16]",-4832.142857142857
3787.53125,"[-6250, 6954)",16.0,"(-16, 16]",-16.08888888888851
4656.5859375,"[-6250, 6954)",16.0,"(-16, 16]",1407.0938461538458
4672.0546875,"[-6250, 6954)",16.0,"(-16, 16]",2562.95
5192.96875,"[-6250, 6954)",16.0,"(-16, 16]",5907.820512820513
5495.48828125,"[-6250, 6954)",16.0,"(-16, 16]",3759.6053215899433
5634.984375,"[-6250, 6954)",16.0,"(-16, 16]",-2638.5599999999995
5634.984375,"[-6250, 6954)",16.0,"(-16, 16]",-4096.647272727272
7004.734375,"[6954, inf)",16.0,"(-16, 16]",5418.372392703179
7682.3515625,"[6954, inf)",16.0,"(-16, 16]",1911.9925000000005
7713.453125,"[6954, inf)",16.0,"(-16, 16]",-990.7983333333333
8008.16796875,"[6954, inf)",16.0,"(-16, 16]",3696.2684258351123
8118.1015625,"[6954, inf)",16.0,"(-16, 16]",672.7759435140782
8118.1015625,"[6954, inf)",16.0,"(-16, 16]",-1565.6794871794882
8649.4140625,"[6954, inf)",16.0,"(-16, 16]",1544.4300000000005
9990.2265625,"[6954, inf)",16.0,"(-16, 16]",-8136.991452991452
10154.9921875,"[6954, inf)",16.0,"(-16, 16]",-2189.0652173913045
10154.9921875,"[6954, inf)",16.0,"(-16, 16]",1790.8571428571427
10154.9921875,"[6954, inf)",16.0,"(-16, 16]",1149.5576923076926
10692.921875,"[6954, inf)",16.0,"(-16, 16]",2809.187699751364
10775.7265625,"[6954, inf)",16.0,"(-16, 16]",-1440.3726315789474
10775.7265625,"[6954, inf)",16.0,"(-16, 16]",-1737.5745454545456
11460.3125,"[6954, inf)",16.0,"(-16, 16]",189.55128205128202
11473.015625,"[6954, inf)",16.0,"(-16, 16]",1324.6025641025642
12659.67578125,"[6954, inf)",16.0,"(-16, 16]",5649.48076923077
12916.578125,"[6954, inf)",16.0,"(-16, 16]",576.3234782608697
13106.0234375,"[6954, inf)",16.0,"(-16, 16]",2637.369230769231
17335.40625,"[6954, inf)",16.0,"(-16, 16]",-1568.473684210526
17740.296875,"[6954, inf)",16.0,"(-16, 16]",1408.14
18155.9375,"[6954, inf)",16.0,"(-16, 16]",-2848.509886877332
19110.7265625,"[6954, inf)",16.0,"(-16, 16]",1559.646828892197
19111.9609375,"[6954, inf)",16.0,"(-16, 16]",2004.6440455137774
20906.88671875,"[6954, inf)",16.0,"(-16, 16]",-768.1543077114529
21399.08203125,"[6954, inf)",16.0,"(-16, 16]",83.33895813472986
24057.9296875,"[6954, inf)",16.0,"(-16, 16]",529.1428571428573
28947.859375,"[6954, inf)",16.0,"(-16, 16]",3228.5094736842107
38119.53125,"[6954, inf)",16.0,"(-16, 16]",5194.59090909091
38666.0703125,"[6954, inf)",16.0,"(-16, 16]",5231.466666666667
39011.66796875,"[6954, inf)",16.0,"(-16, 16]",-331.70854695708334
40020.05078125,"[6954, inf)",16.0,"(-16, 16]",538.7358161078337
41331.00390625,"[6954, inf)",16.0,"(-16, 16]",1132.9201941882511
52412.51171875,"[6954, inf)",16.0,"(-16, 16]",316.55111111111086
,,16.0,"(-16, 16]",2527.2391447745485
-65350.39453125,"[-inf, -6250)",17.0,"(16, 48]",3140.469662620047
-51381.296875,"[-inf, -6250)",17.0,"(16, 48]",-1229.492876688953
-51381.296875,"[-inf, -6250)",17.0,"(16, 48]",-1810.7588235294115
-48338.29296875,"[-inf, -6250)",17.0,"(16, 48]",249.0458803005081
-48338.29296875,"[-inf, -6250)",17.0,"(16, 48]",112.48259229252426
-44344.56640625,"[-inf, -6250)",17.0,"(16, 48]",-882.0615384615386
-43954.125,"[-inf, -6250)",17.0,"(16, 48]",2812.905806232772
-33272.36328125,"[-inf, -6250)",17.0,"(16, 48]",-4.803294076778002
-32507.40625,"[-inf, -6250)",17.0,"(16, 48]",60.0
-32104.68359375,"[-inf, -6250)",17.0,"(16, 48]",-419.22049689441
-28196.22265625,"[-inf, -6250)",17.0,"(16, 48]",772.1604150680669
-27444.84765625,"[-inf, -6250)",17.0,"(16, 48]",6272.041666666666
-24797.40625,"[-inf, -6250)",17.0,"(16, 48]",-508.25
-22508.984375,"[-inf, -6250)",17.0,"(16, 48]",1718.3816425120767
-21794.51171875,"[-inf, -6250)",17.0,"(16, 48]",1862.1532117692645
-19931.2578125,"[-inf, -6250)",17.0,"(16, 48]",-1903.1492307692306
-15577.234375,"[-inf, -6250)",17.0,"(16, 48]",-2136.148285372934
-15072.8828125,"[-inf, -6250)",17.0,"(16, 48]",-1201.0533333333333
-12588.87890625,"[-inf, -6250)",17.0,"(16, 48]",-415.49972411876024
-10542.74609375,"[-inf, -6250)",17.0,"(16, 48]",5589.623076923077
-10400.1328125,"[-inf, -6250)",17.0,"(16, 48]",-4128.224046725614
-10267.0078125,"[-inf, -6250)",17.0,"(16, 48]",-1003.7391304347824
-10051.28125,"[-inf, -6250)",17.0,"(16, 48]",-2936.4673684210543
-9830.71875,"[-inf, -6250)",17.0,"(16, 48]",283.60000000000036
-9280.0,"[-inf, -6250)",17.0,"(16, 48]",-3705.693333333333
-8379.64453125,"[-inf, -6250)",17.0,"(16, 48]",-1349.1996705760225
-8379.64453125,"[-inf, -6250)",17.0,"(16, 48]",508.7886743779741
-8113.0703125,"[-inf, -6250)",17.0,"(16, 48]",-346.32727272727243
-7831.55859375,"[-inf, -6250)",17.0,"(16, 48]",-2176.421052631579
-7469.53515625,"[-inf, -6250)",17.0,"(16, 48]",-2066.5552941176466
-7163.4453125,"[-inf, -6250)",17.0,"(16, 48]",2144.811111111111
-5728.6328125,"[-6250, 6954)",17.0,"(16, 48]",-2582.791208791209
-4665.64453125,"[-6250, 6954)",17.0,"(16, 48]",-1238.0955855846958
-2726.3046875,"[-6250, 6954)",17.0,"(16, 48]",82.3588226323991
-2396.9609375,"[-6250, 6954)",17.0,"(16, 48]",2414.5692307692293
-2288.546875,"[-6250, 6954)",17.0,"(16, 48]",6272.36153846154
-1295.6171875,"[-6250, 6954)",17.0,"(16, 48]",4.6190476190477066
-832.625,"[-6250, 6954)",17.0,"(16, 48]",-5348.685
-477.3359375,"[-6250, 6954)",17.0,"(16, 48]",-3813.9589759358228
296.76953125,"[-6250, 6954)",17.0,"(16, 48]",1968.735439592847
962.50390625,"[-6250, 6954)",17.0,"(16, 48]",26.065654297311088
1254.39453125,"[-6250, 6954)",17.0,"(16, 48]",-1354.2568421052638
1639.45703125,"[-6250, 6954)",17.0,"(16, 48]",-2076.0499999999993
1639.45703125,"[-6250, 6954)",17.0,"(16, 48]",-838.0751980895839
2698.09765625,"[-6250, 6954)",17.0,"(16, 48]",5804.283143463294
2930.30078125,"[-6250, 6954)",17.0,"(16, 48]",8803.994411048663
3114.875,"[-6250, 6954)",17.0,"(16, 48]",271.0845105317849
3114.875,"[-6250, 6954)",17.0,"(16, 48]",185.38600023015167
5353.40625,"[-6250, 6954)",17.0,"(16, 48]",-8278.022222222222
5508.83984375,"[-6250, 6954)",17.0,"(16, 48]",1456.7173913043482
6345.6484375,"[-6250, 6954)",17.0,"(16, 48]",-116.375
6356.97265625,"[-6250, 6954)",17.0,"(16, 48]",1896.2784615384608
6356.97265625,"[-6250, 6954)",17.0,"(16, 48]",-1482.7015384615381
8148.46484375,"[6954, inf)",17.0,"(16, 48]",2389.2216046282924
9583.96484375,"[6954, inf)",17.0,"(16, 48]",5192.284615384615
9583.96484375,"[6954, inf)",17.0,"(16, 48]",1243.090909090909
9583.96484375,"[6954, inf)",17.0,"(16, 48]",-18194.35
9888.8359375,"[6954, inf)",17.0,"(16, 48]",1124.3000000000004
10114.25390625,"[6954, inf)",17.0,"(16, 48]",-1832.3809523809525
10525.48828125,"[6954, inf)",17.0,"(16, 48]",1578.8095238095239
10525.48828125,"[6954, inf)",17.0,"(16, 48]",3331.9949494949506
10778.6171875,"[6954, inf)",17.0,"(16, 48]",-4108.528138528139
12090.1484375,"[6954, inf)",17.0,"(16, 48]",-600.9316770186335
13198.578125,"[6954, inf)",17.0,"(16, 48]",105.65999999999985
13198.578125,"[6954, inf)",17.0,"(16, 48]",1198.0107692307693
13425.2109375,"[6954, inf)",17.0,"(16, 48]",-906.8421052631577
14393.75,"[6954, inf)",17.0,"(16, 48]",2009.4871794871792
15240.26171875,"[6954, inf)",17.0,"(16, 48]",319.57222222222214
15341.1171875,"[6954, inf)",17.0,"(16, 48]",2432.4027816739945
15425.296875,"[6954, inf)",17.0,"(16, 48]",935.1153846153846
17600.296875,"[6954, inf)",17.0,"(16, 48]",2932.952153110048
18014.12890625,"[6954, inf)",17.0,"(16, 48]",-1845.5569230769227
20602.55078125,"[6954, inf)",17.0,"(16, 48]",-5008.458333333333
23813.35546875,"[6954, inf)",17.0,"(16, 48]",-644.6314285714278
23981.9296875,"[6954, inf)",17.0,"(16, 48]",-934.8500000000003
26896.5,"[6954, inf)",17.0,"(16, 48]",1698.4166666666665
29287.47265625,"[6954, inf)",17.0,"(16, 48]",645.2933339241628
31644.20703125,"[6954, inf)",17.0,"(16, 48]",-929.16
33832.52734375,"[6954, inf)",17.0,"(16, 48]",-1513.8684210526314
36067.6640625,"[6954, inf)",17.0,"(16, 48]",1540.8923076923083
48686.78515625,"[6954, inf)",17.0,"(16, 48]",1641.727272727273
56481.0703125,"[6954, inf)",17.0,"(16, 48]",1743.6985962414926
,,17.0,"(16, 48]",4348.143356643357
,,17.0,"(16, 48]",-21.268571428571704
,,17.0,"(16, 48]",4478.311188811189
,,17.0,"(16, 48]",-1889.5066666666671
-50367.607421875,"[-inf, -6250)",18.0,"(16, 48]",74.91762013729976
-50367.607421875,"[-inf, -6250)",18.0,"(16, 48]",4406.380952380952
-46652.9375,"[-inf, -6250)",18.0,"(16, 48]",1331.9358974358975
-31947.7421875,"[-inf, -6250)",18.0,"(16, 48]",-543.0562770562774
-28568.98828125,"[-inf, -6250)",18.0,"(16, 48]",544.7777777777778
-26135.3671875,"[-inf, -6250)",18.0,"(16, 48]",140.66666666666694
-25910.3671875,"[-inf, -6250)",18.0,"(16, 48]",-1078.2948614532002
-23981.9296875,"[-inf, -6250)",18.0,"(16, 48]",5523.938461538461
-22101.24609375,"[-inf, -6250)",18.0,"(16, 48]",3492.266666666667
-21318.796875,"[-inf, -6250)",18.0,"(16, 48]",1155.409090909091
-18406.0546875,"[-inf, -6250)",18.0,"(16, 48]",-11.380780795765984
-18152.00390625,"[-inf, -6250)",18.0,"(16, 48]",113.6378857355994
-18074.3515625,"[-inf, -6250)",18.0,"(16, 48]",-883.1904761904767
-17308.95703125,"[-inf, -6250)",18.0,"(16, 48]",381.28181818181787
-15326.390625,"[-inf, -6250)",18.0,"(16, 48]",-133.1082251082248
-13568.7890625,"[-inf, -6250)",18.0,"(16, 48]",1398.7200000000007
-11245.62890625,"[-inf, -6250)",18.0,"(16, 48]",3149.603260869565
-9197.48828125,"[-inf, -6250)",18.0,"(16, 48]",-25.64285714285689
-8657.44140625,"[-inf, -6250)",18.0,"(16, 48]",4427.676767676769
-8657.44140625,"[-inf, -6250)",18.0,"(16, 48]",-6121.8125
-8657.44140625,"[-inf, -6250)",18.0,"(16, 48]",-1483.4
-8500.1171875,"[-inf, -6250)",18.0,"(16, 48]",-440.06773697011977
-8387.7421875,"[-inf, -6250)",18.0,"(16, 48]",80.52012383900909
-7923.68359375,"[-inf, -6250)",18.0,"(16, 48]",1647.826086956522
-7865.03125,"[-inf, -6250)",18.0,"(16, 48]",4448.4592760181
-6062.8125,"[-6250, 6954)",18.0,"(16, 48]",679.0004700048336
-6021.3203125,"[-6250, 6954)",18.0,"(16, 48]",-4056.10758161497
-5912.6328125,"[-6250, 6954)",18.0,"(16, 48]",-593.9880952380953
-5206.81640625,"[-6250, 6954)",18.0,"(16, 48]",-3600.5598974608624
-5206.81640625,"[-6250, 6954)",18.0,"(16, 48]",1099.3788819875776
-5206.81640625,"[-6250, 6954)",18.0,"(16, 48]",607.9952941176471
-5206.81640625,"[-6250, 6954)",18.0,"(16, 48]",-1750.0
-5206.81640625,"[-6250, 6954)",18.0,"(16, 48]",351.54728820915534
-5206.81640625,"[-6250, 6954)",18.0,"(16, 48]",-313.3611111111113
-5206.81640625,"[-6250, 6954)",18.0,"(16, 48]",-482.2315789473687
-4984.76953125,"[-6250, 6954)",18.0,"(16, 48]",1816.7828368463306
-4244.7265625,"[-6250, 6954)",18.0,"(16, 48]",-1067.0
-3559.578125,"[-6250, 6954)",18.0,"(16, 48]",-1612.8823529411764
-3377.99609375,"[-6250, 6954)",18.0,"(16, 48]",-3857.0608010512597
-2482.38671875,"[-6250, 6954)",18.0,"(16, 48]",-1152.3647058823535
-2396.9609375,"[-6250, 6954)",18.0,"(16, 48]",259.6231578947363
-680.85546875,"[-6250, 6954)",18.0,"(16, 48]",2489.8235294117653
-554.4375,"[-6250, 6954)",18.0,"(16, 48]",2323.372023809524
-411.45703125,"[-6250, 6954)",18.0,"(16, 48]",-2073.600000000001
756.01953125,"[-6250, 6954)",18.0,"(16, 48]",-1026.7292307692303
1650.65234375,"[-6250, 6954)",18.0,"(16, 48]",5065.333333333333
2728.5234375,"[-6250, 6954)",18.0,"(16, 48]",442.9083333333329
2790.47265625,"[-6250, 6954)",18.0,"(16, 48]",922.4540535876047
3621.0859375,"[-6250, 6954)",18.0,"(16, 48]",1860.2428932170828
3621.0859375,"[-6250, 6954)",18.0,"(16, 48]",567.3974117486911
3621.0859375,"[-6250, 6954)",18.0,"(16, 48]",-876.5
3621.0859375,"[-6250, 6954)",18.0,"(16, 48]",1452.520833333333
4202.109375,"[-6250, 6954)",18.0,"(16, 48]",1516.0869565217388
4237.47265625,"[-6250, 6954)",18.0,"(16, 48]",869.9000000000002
4896.109375,"[-6250, 6954)",18.0,"(16, 48]",-1058.2851271776672
5414.96484375,"[-6250, 6954)",18.0,"(16, 48]",-3689.111111111111
5452.65625,"[-6250, 6954)",18.0,"(16, 48]",-531.8484848484848
6386.71484375,"[-6250, 6954)",18.0,"(16, 48]",296.34523809523813
6913.70703125,"[-6250, 6954)",18.0,"(16, 48]",-99.01142857142851
7204.13671875,"[6954, inf)",18.0,"(16, 48]",6867.461538461539
8200.14453125,"[6954, inf)",18.0,"(16, 48]",126.771929824562
8235.1328125,"[6954, inf)",18.0,"(16, 48]",-477.06666666666564
8494.53125,"[6954, inf)",18.0,"(16, 48]",1818.2467948717942
9255.80078125,"[6954, inf)",18.0,"(16, 48]",480.5430951431981
12071.91015625,"[6954, inf)",18.0,"(16, 48]",133.01778743435258
15341.1171875,"[6954, inf)",18.0,"(16, 48]",5948.439231466842
15341.1171875,"[6954, inf)",18.0,"(16, 48]",2709.5016666666666
16184.359375,"[6954, inf)",18.0,"(16, 48]",-360.3669565217388
17440.76171875,"[6954, inf)",18.0,"(16, 48]",361.8419030326004
17600.296875,"[6954, inf)",18.0,"(16, 48]",-1125.780303030303
18979.7734375,"[6954, inf)",18.0,"(16, 48]",-2657.916666666667
19110.7265625,"[6954, inf)",18.0,"(16, 48]",-285.97854297444434
19119.47265625,"[6954, inf)",18.0,"(16, 48]",-2298.273504273504
19140.3046875,"[6954, inf)",18.0,"(16, 48]",-322.1923076923076
19280.60546875,"[6954, inf)",18.0,"(16, 48]",1156.2222222222224
19596.703125,"[6954, inf)",18.0,"(16, 48]",1665.6154728271945
19921.11328125,"[6954, inf)",18.0,"(16, 48]",1901.326224460308
20756.88671875,"[6954, inf)",18.0,"(16, 48]",3762.824891104055
21421.0078125,"[6954, inf)",18.0,"(16, 48]",2648.646382578627
27554.02734375,"[6954, inf)",18.0,"(16, 48]",-2276.083333333333
27762.48828125,"[6954, inf)",18.0,"(16, 48]",950.541666666667
30649.953125,"[6954, inf)",18.0,"(16, 48]",3792.0769230769233
34530.27734375,"[6954, inf)",18.0,"(16, 48]",-975.6620093261748
-56919.76953125,"[-inf, -6250)",19.0,"(16, 48]",-932.1312077833333
-53356.90234375,"[-inf, -6250)",19.0,"(16, 48]",401.76287413860064
-48550.94921875,"[-inf, -6250)",19.0,"(16, 48]",-1344.3104541049604
-42361.8359375,"[-inf, -6250)",19.0,"(16, 48]",-89.25
-42137.8671875,"[-inf, -6250)",19.0,"(16, 48]",-3615.819444444444
-38937.1875,"[-inf, -6250)",19.0,"(16, 48]",-2140.5
-30691.43359375,"[-inf, -6250)",19.0,"(16, 48]",-1338.9932348436666
-30568.3671875,"[-inf, -6250)",19.0,"(16, 48]",-1102.5
-23069.96484375,"[-inf, -6250)",19.0,"(16, 48]",-1474.7047619047614
-20712.70703125,"[-inf, -6250)",19.0,"(16, 48]",-1854.2857142857142
-18283.4140625,"[-inf, -6250)",19.0,"(16, 48]",128.08528428093723
-16268.685546875,"[-inf, -6250)",19.0,"(16, 48]",4357.859848484848
-15159.98828125,"[-inf, -6250)",19.0,"(16, 48]",610.3600000000006
-14308.05859375,"[-inf, -6250)",19.0,"(16, 48]",2534.2302634507887
-14090.06640625,"[-inf, -6250)",19.0,"(16, 48]",713.083333333333
-13305.39453125,"[-inf, -6250)",19.0,"(16, 48]",-31.54096429072888
-12701.0078125,"[-inf, -6250)",19.0,"(16, 48]",-2031.2276923076927
-12701.0078125,"[-inf, -6250)",19.0,"(16, 48]",-1965.0608695652172
-12574.2734375,"[-inf, -6250)",19.0,"(16, 48]",3436.1846153846154
-11711.8828125,"[-inf, -6250)",19.0,"(16, 48]",-1283.916666666667
-10773.875,"[-inf, -6250)",19.0,"(16, 48]",-312.2562929061787
-10723.21875,"[-inf, -6250)",19.0,"(16, 48]",78.20425885889746
-9177.2265625,"[-inf, -6250)",19.0,"(16, 48]",-163.55306250376043
-8885.2578125,"[-inf, -6250)",19.0,"(16, 48]",3690.6480478559824
-8657.44140625,"[-inf, -6250)",19.0,"(16, 48]",2072.600000000001
-7589.65625,"[-inf, -6250)",19.0,"(16, 48]",-401.33936651583707
-7196.7734375,"[-inf, -6250)",19.0,"(16, 48]",2110.5606060606065
-6578.9375,"[-inf, -6250)",19.0,"(16, 48]",-1343.9449275362315
-6249.58984375,"[-6250, 6954)",19.0,"(16, 48]",1390.1680672268908
-5456.63671875,"[-6250, 6954)",19.0,"(16, 48]",-3354.389090727
-5358.62890625,"[-6250, 6954)",19.0,"(16, 48]",-1933.9839742394445
-5358.62890625,"[-6250, 6954)",19.0,"(16, 48]",-4226.851637899823
-5358.62890625,"[-6250, 6954)",19.0,"(16, 48]",-5774.76
-5358.62890625,"[-6250, 6954)",19.0,"(16, 48]",-3851.797619047619
-5358.62890625,"[-6250, 6954)",19.0,"(16, 48]",3350.666666666666
-5358.62890625,"[-6250, 6954)",19.0,"(16, 48]",6483.333333333334
-5358.62890625,"[-6250, 6954)",19.0,"(16, 48]",1185.1499999999996
-5358.62890625,"[-6250, 6954)",19.0,"(16, 48]",854.6600000000002
-5356.0859375,"[-6250, 6954)",19.0,"(16, 48]",-705.0
-5198.9765625,"[-6250, 6954)",19.0,"(16, 48]",-1367.8549999999996
-4412.875,"[-6250, 6954)",19.0,"(16, 48]",-2344.9476060260863
-2851.0234375,"[-6250, 6954)",19.0,"(16, 48]",4974.676173592143
-2851.0234375,"[-6250, 6954)",19.0,"(16, 48]",-586.3831168831166
-2731.21875,"[-6250, 6954)",19.0,"(16, 48]",945.3313033575688
-1865.12890625,"[-6250, 6954)",19.0,"(16, 48]",-81.45192307692288
-457.296875,"[-6250, 6954)",19.0,"(16, 48]",-370.7476190476191
-415.1953125,"[-6250, 6954)",19.0,"(16, 48]",2093.738796334029
308.23046875,"[-6250, 6954)",19.0,"(16, 48]",-877.5107692307691
2826.3984375,"[-6250, 6954)",19.0,"(16, 48]",-590.6333333333333
3184.85546875,"[-6250, 6954)",19.0,"(16, 48]",687.5231603009162
3371.0703125,"[-6250, 6954)",19.0,"(16, 48]",-1121.5473684210524
4093.4296875,"[-6250, 6954)",19.0,"(16, 48]",-3312.421788770644
5194.2421875,"[-6250, 6954)",19.0,"(16, 48]",5105.7515151515145
5194.2421875,"[-6250, 6954)",19.0,"(16, 48]",896.3000000000003
5443.79296875,"[-6250, 6954)",19.0,"(16, 48]",-37.85093167701871
6815.6875,"[-6250, 6954)",19.0,"(16, 48]",-3638.6394048579796
7024.640625,"[6954, inf)",19.0,"(16, 48]",2233.3650793650795
9842.82421875,"[6954, inf)",19.0,"(16, 48]",-1505.7683333333334
9842.82421875,"[6954, inf)",19.0,"(16, 48]",-808.4700000000003
11270.53515625,"[6954, inf)",19.0,"(16, 48]",8232.533333333335
11322.265625,"[6954, inf)",19.0,"(16, 48]",-2969.0
13305.39453125,"[6954, inf)",19.0,"(16, 48]",414.6685294639019
13568.16015625,"[6954, inf)",19.0,"(16, 48]",1900.4215384615381
13568.16015625,"[6954, inf)",19.0,"(16, 48]",-1086.8329989505762
13699.5859375,"[6954, inf)",19.0,"(16, 48]",3309.7272727272716
14442.9765625,"[6954, inf)",19.0,"(16, 48]",-3516.7092844627905
14739.87109375,"[6954, inf)",19.0,"(16, 48]",-1538.6789209371664
15171.23828125,"[6954, inf)",19.0,"(16, 48]",-793.7323076923076
16540.515625,"[6954, inf)",19.0,"(16, 48]",846.909090909091
17940.234375,"[6954, inf)",19.0,"(16, 48]",-1823.3628805636
18602.3046875,"[6954, inf)",19.0,"(16, 48]",7.133333333333213
19188.4140625,"[6954, inf)",19.0,"(16, 48]",-259.3100000000004
19842.46875,"[6954, inf)",19.0,"(16, 48]",9.214545454545712
20560.37890625,"[6954, inf)",19.0,"(16, 48]",-3557.181818181818
23574.4296875,"[6954, inf)",19.0,"(16, 48]",3968.150793650794
23990.484375,"[6954, inf)",19.0,"(16, 48]",-2942.9027777777783
28059.6484375,"[6954, inf)",19.0,"(16, 48]",-4131.005536393112
28793.046875,"[6954, inf)",19.0,"(16, 48]",1419.3076923076926
30819.859375,"[6954, inf)",19.0,"(16, 48]",3337.8661538461547
31651.23046875,"[6954, inf)",19.0,"(16, 48]",-2138.3186813186817
34183.203125,"[6954, inf)",19.0,"(16, 48]",3875.839386761452
41854.15625,"[6954, inf)",19.0,"(16, 48]",4855.066744715121
43256.5703125,"[6954, inf)",19.0,"(16, 48]",-347.3915789473685
45642.0625,"[6954, inf)",19.0,"(16, 48]",-6491.5
-59654.06640625,"[-inf, -6250)",20.0,"(16, 48]",-5.298345549552323
-28777.16015625,"[-inf, -6250)",20.0,"(16, 48]",1704.3353846153839
-28651.9921875,"[-inf, -6250)",20.0,"(16, 48]",-977.6742210568273
-22425.60546875,"[-inf, -6250)",20.0,"(16, 48]",-289.23333333333335
-19218.9140625,"[-inf, -6250)",20.0,"(16, 48]",151.235110327762
